master_id,microorganism_common_name,pathogen_group,indicator_or_pathogen,authors,bib_id,year_published,location_comment,city,country,technology_description,influent_concentration,influent_concentration_qualifier,influent_independent_measurement_or_statistic,effluent_concentration,effluent_concentration_qualifier,effluent_independent_measurement_or_statistic,month,measurement_method,units,lrv,hrt_days,holdingtime_days,contact_time_minutes,depth_meters,temperature_celsius,moisture_content_percent,coagulant,material,pH,ammonia_concentration_mmol_per_liter,total_solids_mg_per_liter,imputed_values
1062,Rotavirus,Virus,pathogen,Oragui et al (1995); Pearson et al. (1995),5206,1995,"Catingueira, Campina Grande, Brazil","Catingueira, Campina Grande, Brazil",Brazil,Maturation Pond,2400,=,0,2400,0,0,0,Indirect immuno-fluorescent assay; LLC-MK2 and Ma104 cell lines,ff/L,0,2,NA,NA,1.5,25,NA,NA,NA,NA,NA,NA,
3752,Helminths,Helminth,pathogen,Ayres et al. (1993),5146,1993,"Karatina, Kenya","Karatina, Kenya",Kenya,Maturation Pond,0.12,0,Arithmetic mean of 4 samples,0.05,0,Arithmetic mean of 4 samples,0,Leeds I and II techniques,eggs / L,0.4,8.5,NA,NA,1.75,25,NA,NA,NA,NA,NA,NA,Temperature
3753,Helminths,Helminth,pathogen,Ayres et al. (1993),5146,1993,"Nakuru, Kenya","Nakuru, Kenya",Kenya,Maturation Pond,0.72,0,Arithmetic mean of 4 samples,0.12,0,Arithmetic mean of 4 samples,0,Leeds I and II techniques,eggs / L,0.8,8.4,NA,NA,1.2,25.62,NA,NA,NA,NA,NA,NA,Temperature
3755,Helminths,Helminth,pathogen,Ayres et al. (1993),5146,1993,"Nakuru, Kenya","Nakuru, Kenya",Kenya,Maturation Pond,18.75,0,Arithmetic mean of 2 samples,0.72,0,Arithmetic mean of 4 samples,0,Leeds I and II techniques,eggs / L,1.4,7.2,NA,NA,1.2,25,NA,NA,NA,NA,NA,NA,Temperature
3852,Ascaris,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Maturation Pond,2,0,Arithmetic mean of ~52 samples,4,0,Arithmetic mean of ~52 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,-0.3,3.2,NA,NA,1,25.62,NA,NA,NA,NA,NA,NA,
3853,Ascaris,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Maturation Pond,1,0,Arithmetic mean of ~25 samples,1,0,Arithmetic mean of ~25 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0,1.6,NA,NA,1,25.62,NA,NA,NA,NA,NA,NA,
3855,Hookworm,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Maturation Pond,7,0,Arithmetic mean of ~52 samples,6,0,Arithmetic mean of ~52 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.1,3.2,NA,NA,1,25.62,NA,NA,NA,NA,NA,NA,
3856,Hookworm,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Maturation Pond,6,0,Arithmetic mean of ~25 samples,4,0,Arithmetic mean of ~25 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.2,1.6,NA,NA,1,25.62,NA,NA,NA,NA,NA,NA,
3857,Hookworm,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Maturation Pond,10,0,Arithmetic mean of ~25 samples,6,0,Arithmetic mean of ~25 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.2,1.6,NA,NA,1,25.62,NA,NA,NA,NA,NA,NA,
3858,Hookworm,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Maturation Pond,12,0,Arithmetic mean of ~52 samples,7,0,Arithmetic mean of ~52 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.2,3.2,NA,NA,1,25.62,NA,NA,NA,NA,NA,NA,
3859,Hookworm,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Maturation Pond,4,0,Arithmetic mean of ~25 samples,2,0,Arithmetic mean of ~25 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.3,1.7,NA,NA,1,25.62,NA,NA,NA,NA,NA,NA,
3860,Ascaris,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Maturation Pond,4,0,Arithmetic mean of ~52 samples,2,0,Arithmetic mean of ~52 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.3,3.4,NA,NA,1,25.62,NA,NA,NA,NA,NA,NA,
3863,Hookworm,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Maturation Pond,6,0,Arithmetic mean of ~52 samples,2,0,Arithmetic mean of ~52 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.5,3.4,NA,NA,1,25.62,NA,NA,NA,NA,NA,NA,
3865,Ascaris,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Maturation Pond,8,0,Arithmetic mean of ~52 samples,2,0,Arithmetic mean of ~52 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.6,3.2,NA,NA,1,25.62,NA,NA,NA,NA,NA,NA,
3866,Ascaris,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Maturation Pond,8,0,Arithmetic mean of ~25 samples,1,0,Arithmetic mean of ~25 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.9,1.6,NA,NA,1,25.62,NA,NA,NA,NA,NA,NA,
3938,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,1240000,0,Geometric mean of ~30 samples,236000,0,Geometric mean of ~30 samples,January,"Standard Methods, APHA (1980)",MPN / 100 mL,0.7,4.6,NA,NA,1.2,11.8,NA,NA,NA,NA,NA,NA,Depth
3939,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,176000,0,Geometric mean of ~30 samples,31020,0,Geometric mean of ~30 samples,January,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,4.6,NA,NA,0.9,11.8,NA,NA,NA,NA,NA,NA,Depth
3945,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,112000,0,Geometric mean of ~30 samples,17252,0,Geometric mean of ~30 samples,February,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,4.6,NA,NA,0.9,14.9,NA,NA,NA,NA,NA,NA,Depth
3946,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,17252,0,Geometric mean of ~30 samples,2631,0,Geometric mean of ~30 samples,February,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,4.6,NA,NA,1.2,14.9,NA,NA,NA,NA,NA,NA,Depth
3947,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,82100,0,Geometric mean of ~30 samples,12289,0,Geometric mean of ~30 samples,December,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,5.4,NA,NA,1.2,12.1,NA,NA,NA,NA,NA,NA,Depth
3948,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,878000,0,Geometric mean of ~30 samples,128000,0,Geometric mean of ~30 samples,February,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,4.6,NA,NA,3.3,14.9,NA,NA,NA,NA,NA,NA,Depth
3949,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,96500,0,Geometric mean of ~30 samples,13924,0,Geometric mean of ~30 samples,March,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,6.8,NA,NA,1.5,15.1,NA,NA,NA,NA,NA,NA,Depth
3950,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,31020,0,Geometric mean of ~30 samples,4423,0,Geometric mean of ~30 samples,January,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,4.6,NA,NA,0.9,11.8,NA,NA,NA,NA,NA,NA,Depth
3952,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,638000,0,Geometric mean of ~30 samples,82100,0,Geometric mean of ~30 samples,December,"Standard Methods, APHA (1980)",MPN / 100 mL,0.9,5.4,NA,NA,0.65,12.1,NA,NA,NA,NA,NA,NA,Depth
3954,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,65300,0,Geometric mean of ~30 samples,8180,0,Geometric mean of ~30 samples,December,"Standard Methods, APHA (1980)",MPN / 100 mL,0.9,5.4,NA,NA,0.65,12.1,NA,NA,NA,NA,NA,NA,Depth
3955,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,8180,0,Geometric mean of ~30 samples,1022,0,Geometric mean of ~30 samples,December,"Standard Methods, APHA (1980)",MPN / 100 mL,0.9,5.4,NA,NA,0.65,12.1,NA,NA,NA,NA,NA,NA,Depth
3958,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,236000,0,Geometric mean of ~30 samples,27838,0,Geometric mean of ~30 samples,January,"Standard Methods, APHA (1980)",MPN / 100 mL,0.9,4.6,NA,NA,1.5,11.8,NA,NA,NA,NA,NA,NA,Depth
3960,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,128000,0,Geometric mean of ~30 samples,13176,0,Geometric mean of ~30 samples,February,"Standard Methods, APHA (1980)",MPN / 100 mL,1,4.6,NA,NA,1.5,14.9,NA,NA,NA,NA,NA,NA,Depth
3964,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,48700,0,Geometric mean of ~30 samples,3908,0,Geometric mean of ~30 samples,March,"Standard Methods, APHA (1980)",MPN / 100 mL,1.1,6.8,NA,NA,1.3,15.1,NA,NA,NA,NA,NA,NA,Depth
3965,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,630000,0,Geometric mean of ~30 samples,48700,0,Geometric mean of ~30 samples,March,"Standard Methods, APHA (1980)",MPN / 100 mL,1.1,6.8,NA,NA,1.3,15.1,NA,NA,NA,NA,NA,NA,Depth
3966,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Maturation Pond,13924,0,Geometric mean of ~30 samples,814,0,Geometric mean of ~30 samples,March,"Standard Methods, APHA (1980)",MPN / 100 mL,1.2,6.8,NA,NA,1.08,15.1,NA,NA,NA,NA,NA,NA,Depth
4023,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,23653.436,0,0,545,0,0,0,0,MPN / 100 mL,1.6,7,NA,NA,0.64,25,NA,NA,NA,NA,NA,NA,
4024,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,23559.98496,0,0,681,0,0,0,0,MPN / 100 mL,1.5,5,NA,NA,0.39,25,NA,NA,NA,NA,NA,NA,
4025,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,23908.59344,0,0,758,0,0,0,0,MPN / 100 mL,1.5,3,NA,NA,0.39,25,NA,NA,NA,NA,NA,NA,
4026,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,23914.989,0,0,630,0,0,0,0,MPN / 100 mL,1.6,3,NA,NA,0.39,25,NA,NA,NA,NA,NA,NA,
4027,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,23787.9424,0,0,1600,0,0,0,0,MPN / 100 mL,1.2,1.1,NA,NA,0.6,25,NA,NA,NA,NA,NA,NA,
4028,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,661.6556984,0,0,34.9,0,0,0,0,MPN / 100 mL,1.3,5,NA,NA,0.6,25,NA,NA,NA,NA,NA,NA,
4029,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,661.2422376,0,0,41.7,0,0,0,0,MPN / 100 mL,1.2,5,NA,NA,0.6,25,NA,NA,NA,NA,NA,NA,
4030,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,786.4704369,0,0,19.2,0,0,0,0,MPN / 100 mL,1.6,5,NA,NA,1,25,NA,NA,NA,NA,NA,NA,
4036,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,23653.436,0,0,1933.73414,0,0,0,0,MPN / 100 mL,1.1,3.5,NA,NA,0.64,25,NA,NA,NA,NA,NA,NA,
4037,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,23559.98496,0,0,1333.085028,0,0,0,0,MPN / 100 mL,1.2,2.5,NA,NA,0.39,25,NA,NA,NA,NA,NA,NA,
4038,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,23908.59344,0,0,2656.374612,0,0,0,0,MPN / 100 mL,1,1.5,NA,NA,0.39,25,NA,NA,NA,NA,NA,NA,
4039,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,23914.989,0,0,3763.81651,0,0,0,0,MPN / 100 mL,0.8,1.5,NA,NA,0.39,25,NA,NA,NA,NA,NA,NA,
4040,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,23787.9424,0,0,5048.320018,0,0,0,0,MPN / 100 mL,0.7,0.5,NA,NA,0.6,25,NA,NA,NA,NA,NA,NA,
4041,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,661.6556984,0,0,50.10320409,0,0,0,0,MPN / 100 mL,1.1,2.5,NA,NA,0.6,25,NA,NA,NA,NA,NA,NA,
4042,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,661.2422376,0,0,21.86717898,0,0,0,0,MPN / 100 mL,1.5,2.5,NA,NA,0.6,25,NA,NA,NA,NA,NA,NA,
4043,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,661.0944,0,0,5.985805963,0,0,0,0,MPN / 100 mL,2,2.5,NA,NA,2.2,25,NA,NA,NA,NA,NA,NA,
4046,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,4990000,0,0,205000,0,0,0,0,MPN / 100 mL,1.4,14.4,NA,NA,1.5,22,NA,NA,NA,NA,NA,NA,
4048,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,2200000,0,0,65000,0,0,0,0,MPN / 100 mL,1.5,10,NA,NA,1.5,28.6,NA,NA,NA,NA,NA,NA,
4050,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,490000,0,0,49000,0,0,0,0,MPN / 100 mL,1,12.4,NA,NA,1,28.6,NA,NA,NA,NA,NA,NA,
4051,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,79000,0,0,220,0,0,0,0,MPN / 100 mL,2.6,11.5,NA,NA,1,28.6,NA,NA,NA,NA,NA,NA,
4052,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,79000,0,0,2300,0,0,0,0,MPN / 100 mL,1.5,12.3,NA,NA,1.9,19.8,NA,NA,NA,NA,NA,NA,
4054,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,2645.729272,0,0,110.7675926,0,0,0,0,MPN / 100 mL,1.4,7,NA,NA,1.9,24.5,NA,NA,NA,NA,NA,NA,
4056,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,11730.1236,0,0,226.2479869,0,0,0,0,MPN / 100 mL,1.7,7.9,NA,NA,1.9,25.3,NA,NA,NA,NA,NA,NA,
4058,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,3879.322612,0,0,236,0,0,0,0,MPN / 100 mL,1.2,9.2,NA,NA,1.9,24.91666667,NA,NA,NA,NA,NA,NA,
4060,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,25950.27053,0,0,416.7834844,0,0,0,0,MPN / 100 mL,1.8,8.5,NA,NA,2.3,25.54545455,NA,NA,NA,NA,NA,NA,
4065,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,"Eldorado, Brazil","Eldorado, Brazil",Brazil,Maturation Pond,4610000,0,0,11200,0,0,0,0,MPN / 100 mL,2.6,43.7,NA,NA,1.7,29.4,NA,NA,NA,NA,NA,NA,
4066,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,"Maring, Brazil","Maring, Brazil",Brazil,Maturation Pond,1730000,0,0,7470,0,0,0,0,MPN / 100 mL,2.4,51.5,NA,NA,1.84,25.6,NA,NA,NA,NA,NA,NA,
4068,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,35000,0,0,2060,0,0,0,0,MPN / 100 mL,1.2,16.4,NA,NA,1.78,25.7,NA,NA,NA,NA,NA,NA,
4069,Fecal Coliforms,Bacteria,indicator,von Sperling (1999),,1999,Brazil,Brazil,Brazil,Maturation Pond,2060,0,0,202,0,0,0,0,MPN / 100 mL,1,15.4,NA,NA,1,25.7,NA,NA,NA,NA,NA,NA,
4179,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Arajo et al. (2003),2450,2005,"Jardim Lola, Natal, Brazil","Jardim Lola, Natal, Brazil",Brazil,Maturation Pond,2360000,0,0,589000,0,0,0,0,MPN / 100 mL,0.6,8,NA,NA,1.2,28,NA,NA,NA,NA,NA,NA,
4180,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Arajo et al. (2003),2450,2005,"Jardim Lola, Natal, Brazil","Jardim Lola, Natal, Brazil",Brazil,Maturation Pond,589000,0,0,204000,0,0,0,0,MPN / 100 mL,0.5,8,NA,NA,1.2,28,NA,NA,NA,NA,NA,NA,
4182,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Arajo et al. (2003),2450,2005,"Jardim Lola, Natal, Brazil","Jardim Lola, Natal, Brazil",Brazil,Maturation Pond,7490000,0,0,1360000,0,0,0,0,MPN / 100 mL,0.7,3.2,NA,NA,1.2,28,NA,NA,NA,NA,NA,NA,
4183,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Arajo et al. (2003),2450,2005,"Jardim Lola, Natal, Brazil","Jardim Lola, Natal, Brazil",Brazil,Maturation Pond,1360000,0,0,313000,0,0,0,0,MPN / 100 mL,0.6,4.1,NA,NA,1.5,28,NA,NA,NA,NA,NA,NA,
4185,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Arajo et al. (2003),2450,2005,"Beira Rio, Natal, Brazil","Beira Rio, Natal, Brazil",Brazil,Maturation Pond,858000,0,0,27900,0,0,0,0,MPN / 100 mL,1.5,12.1,NA,NA,1.3,28,NA,NA,NA,NA,NA,NA,
4186,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Arajo et al. (2003),2450,2005,"Beira Rio, Natal, Brazil","Beira Rio, Natal, Brazil",Brazil,Maturation Pond,27900,0,0,8720,0,0,0,0,MPN / 100 mL,0.5,12.1,NA,NA,2,28,NA,NA,NA,NA,NA,NA,
4188,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Arajo et al. (2003),2450,2005,"Ponta Negra, Natal, Brazil","Ponta Negra, Natal, Brazil",Brazil,Maturation Pond,2500,0,0,330,0,0,0,0,MPN / 100 mL,0.9,12,NA,NA,1.5,27,NA,NA,NA,NA,NA,NA,
4189,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Arajo et al. (2003),2450,2005,"Ponta Negra, Natal, Brazil","Ponta Negra, Natal, Brazil",Brazil,Maturation Pond,330,0,0,59,0,0,0,0,MPN / 100 mL,0.7,12.3,NA,NA,1.2,27,NA,NA,NA,NA,NA,NA,
4192,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Arajo et al. (2003),2450,2005,"Caixas do Sul, Natal, Brazil","Caixas do Sul, Natal, Brazil",Brazil,Maturation Pond,40639,0,0,2742,0,0,0,0,MPN / 100 mL,1.2,10.9,NA,NA,1,17,NA,NA,NA,NA,NA,NA,
4193,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Arajo et al. (2003),2450,2005,"Caixas do Sul, Natal, Brazil","Caixas do Sul, Natal, Brazil",Brazil,Maturation Pond,2742,0,0,198,0,0,0,0,MPN / 100 mL,1.1,16.5,NA,NA,1.5,17,NA,NA,NA,NA,NA,NA,
4195,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Botero et al. (1997),2450,2005,"Maracaibo, Venezuela","Maracaibo, Venezuela",Venezuela,Maturation Pond,1300000,0,0,52000,0,0,0,0,MPN / 100 mL,1.4,5,NA,NA,1.5,28,NA,NA,NA,NA,NA,NA,
4197,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Botero et al. (1997),2450,2005,"Maracaibo, Venezuela","Maracaibo, Venezuela",Venezuela,Maturation Pond,1100000,0,0,52000,0,0,0,0,MPN / 100 mL,1.3,5,NA,NA,1.5,28,NA,NA,NA,NA,NA,NA,
4199,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Botero et al. (1997),2450,2005,"Maracaibo, Venezuela","Maracaibo, Venezuela",Venezuela,Maturation Pond,1600000,0,0,130000,0,0,0,0,MPN / 100 mL,1.1,5,NA,NA,1.5,28,NA,NA,NA,NA,NA,NA,
4202,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Bourrouet et al. (2000),2450,2005,"San Gregori, Spain","San Gregori, Spain",Spain,Maturation Pond,2500000,0,0,400000,0,0,0,0,MPN / 100 mL,0.8,3.7,NA,NA,1,13,NA,NA,NA,NA,NA,NA,
4203,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Bourrouet et al. (2000),2450,2005,"San Gregori, Spain","San Gregori, Spain",Spain,Maturation Pond,400000,0,0,250000,0,0,0,0,MPN / 100 mL,0.2,3.5,NA,NA,1.5,13,NA,NA,NA,NA,NA,NA,
4206,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Bourrouet et al. (2000),2450,2005,"San Gregori, Spain","San Gregori, Spain",Spain,Maturation Pond,320000,0,0,16000,0,0,0,0,MPN / 100 mL,1.3,5.6,NA,NA,1,24,NA,NA,NA,NA,NA,NA,
4207,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Bourrouet et al. (2000),2450,2005,"San Gregori, Spain","San Gregori, Spain",Spain,Maturation Pond,16000,0,0,2500,0,0,0,0,MPN / 100 mL,0.8,5.3,NA,NA,2.5,24,NA,NA,NA,NA,NA,NA,
4218,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Ingallinella et al. (2000),2450,2005,"Alcorta, Argentina","Alcorta, Argentina",Argentina,Maturation Pond,960000,0,0,110000,0,0,0,0,MPN / 100 mL,0.9,11.7,NA,NA,1.2,15,NA,NA,NA,NA,NA,NA,
4220,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Ingallinella et al. (2000),2450,2005,"Alcorta, Argentina","Alcorta, Argentina",Argentina,Maturation Pond,1200000,0,0,100000,0,0,0,0,MPN / 100 mL,1.1,10.8,NA,NA,1,18,NA,NA,NA,NA,NA,NA,
4221,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Madera et al. (2000),2450,2005,"Ginebra, Colombia","Ginebra, Colombia",Colombia,Maturation Pond,69600,0,0,6610,0,0,0,0,MPN / 100 mL,1,3,NA,NA,1,25,NA,NA,NA,NA,NA,NA,
4222,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Nameche et al. (2000),2450,2005,"Bertrix, Belgium","Bertrix, Belgium",Belgium,Maturation Pond,100000,0,0,57500,0,0,0,0,MPN / 100 mL,0.2,1.8,NA,NA,1,15,NA,NA,NA,NA,NA,NA,
4223,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Pinto et al. (1998),2450,2005,"Samambaia, Brazil","Samambaia, Brazil",Brazil,Maturation Pond,100000,0,0,900,0,0,0,0,MPN / 100 mL,2,3.9,NA,NA,1.5,23,NA,NA,NA,NA,NA,NA,
4224,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Pinto et al. (1998),2450,2005,"Samambaia, Brazil","Samambaia, Brazil",Brazil,Maturation Pond,9000,0,0,400,0,0,0,0,MPN / 100 mL,1.4,11.8,NA,NA,1.3,23,NA,NA,NA,NA,NA,NA,
4226,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Sanguinetti et al. (2000),2450,2005,"Alcorta, Argentina","Alcorta, Argentina",Argentina,Maturation Pond,1200000,0,0,65000,0,0,0,0,MPN / 100 mL,1.3,10.6,NA,NA,1.26,22,NA,NA,NA,NA,NA,NA,
4228,Fecal Coliforms,Bacteria,indicator,von Sperling (2005); Sanguinetti et al. (2000),2450,2005,"Galvez, Argentina","Galvez, Argentina",Argentina,Maturation Pond,300000,0,0,30000,0,0,0,0,MPN / 100 mL,1,6.9,NA,NA,1.32,25,NA,NA,NA,NA,NA,NA,
